index,file_lineno,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2,chi2_threshold,dof_gof,passes_gof,p_value
0,2,0.05,8.273206199553446,0.04363636363636364,0.07336363636363635,6.9732061995534504,12.57320619955343,True,7.578474196423542,19.196760177051594,1,True,0.005906941902388865
1,3,0.16272727272727272,9.111803300453403,0.13727272727272727,0.2,6.811803300453411,11.011803300453396,True,9.945961007583033,21.564246988211085,1,False,0.0016120269398747413
2,4,0.02,3.4000000000000004,0.01681818181818182,0.024545454545454544,1.6,5.300000000000001,True,12.276296704409518,23.89458268503757,1,False,0.0004587477940815147
3,5,0.10727272727272727,8.198669196533622,0.09090909090909091,0.12636363636363637,6.498669196533628,10.398669196533614,False,2.0903729413571934,13.708658921985245,1,True,0.1482298809982385
4,6,0.13727272727272727,6.113133506030667,0.10727272727272727,0.16636363636363638,3.113133506030664,9.01313350603067,True,5.462895003852724,17.081180984480774,1,True,0.01942443852449292
5,7,0.2272727272727273,16.203231391783234,0.17272727272727273,0.3,14.503231391783242,18.203231391783227,True,0.35327715862667325,11.971563139254725,1,True,0.552263846856974
6,8,0.32727272727272727,22.441115342924604,0.2818181818181818,0.38181818181818183,21.241115342924587,23.741115342924623,False,2.208597305932387,13.826883286560438,1,True,0.13724341017482672
8,10,0.06545454545454546,14.72291356624998,0.05272727272727273,0.07727272727272727,12.422913566249989,16.72291356624997,True,1.016416347928774,12.634702328556825,1,True,0.3133705722961857
9,11,0.7,9.260827426923665,0.5,0.8545454545454546,6.560827426923667,10.660827426923667,False,10.159856913591105,21.778142894219158,1,False,0.0014353176061386425
11,13,0.34545454545454546,6.472407633818542,0.2909090909090909,0.4,5.072407633818541,7.672407633818543,True,0.1250821315053204,11.743368112133373,1,True,0.723586565358977
12,14,0.08727272727272727,20.237412062183918,0.06727272727272728,0.11545454545454546,17.037412062183872,23.537412062183964,True,0.5788879329616563,12.197173913589708,1,True,0.44674854610942905
13,15,0.017727272727272727,15.969285480560462,0.013636363636363636,0.022727272727272728,13.269285480560471,18.669285480560454,True,3.352385375328587,14.97067135595664,1,True,0.0671077017529375
14,16,0.16272727272727272,8.122346130938283,0.13727272727272727,0.2090909090909091,5.722346130938291,10.122346130938276,True,4.177746493642488,15.79603247427054,1,True,0.04095812699801222
15,17,0.19454545454545455,10.157113347388147,0.16272727272727272,0.2272727272727273,8.657113347388153,11.157113347388144,True,9.147700040900613,20.765986021528665,1,False,0.002490308898340943
16,18,0.33636363636363636,8.709853173742472,0.2818181818181818,0.39090909090909093,7.309853173742477,10.109853173742467,False,2.8767490176940154,14.495034998322067,1,True,0.08986728930872043
17,19,0.2818181818181818,16.92629672669711,0.23636363636363636,0.33636363636363636,15.726296726697113,18.426296726697103,True,0.05141319505181827,11.66969917567987,1,True,0.8206222047939299
18,20,0.08818181818181818,12.688221759161179,0.07636363636363636,0.10727272727272727,11.188221759161184,14.688221759161172,False,26.850356887510006,38.46864286813806,1,False,2.1983375063383555e-07
20,22,1.3727272727272726,20.545240448064185,1.1,1.4,18.84524044806419,20.84524044806418,False,1.7192839993701683,13.33756997999822,1,True,0.18978523604914727
21,23,0.4090909090909091,7.978902316761799,0.34545454545454546,0.4909090909090909,6.578902316761798,9.4789023167618,True,0.2805899317154309,11.898875912343483,1,True,0.5963148150935296
22,24,0.013181818181818182,5.64289245146678,0.01090909090909091,0.015454545454545453,3.842892451466779,7.542892451466782,False,7.029383242490045,18.647669223118097,1,True,0.00801829637265388
23,25,1.3909090909090909,18.72644643262783,1.0454545454545454,1.4,16.526446432627836,18.926446432627827,False,1.7139836524724248,13.332269633100477,1,True,0.19046932666454883
24,26,0.34545454545454546,10.546402041344027,0.2909090909090909,0.4363636363636364,9.046402041344033,12.44640204134402,True,0.5000857066984422,12.118371687326494,1,True,0.47946246583072005
25,27,0.4636363636363636,7.411554851335328,0.35454545454545455,0.6545454545454545,5.111554851335326,10.21155485133533,True,4.066135347507085,15.684421328135137,1,True,0.04375126441024008
26,28,0.1781818181818182,15.898500418995972,0.1590909090909091,0.2090909090909091,14.698500418995977,16.89850041899597,False,0.37098589156835177,11.989271872196404,1,True,0.5424673626422676
27,29,0.12818181818181817,10.59231387356795,0.11545454545454546,0.1409090909090909,9.092313873567955,11.792313873567945,False,1.1264357638799274,12.744721744507979,1,True,0.2885368757615598
28,30,0.01,10.699509820512935,0.01,0.011363636363636364,10.299509820512936,11.89950982051293,True,13.170475702666048,24.788761683294098,1,False,0.0002843945321660495
29,31,0.33636363636363636,20.60695615942355,0.2909090909090909,0.4090909090909091,19.406956159423533,22.306956159423574,False,0.16697519446984713,11.785261175097899,1,True,0.682814159228871
30,32,0.35454545454545455,5.788098841522646,0.23636363636363636,0.5818181818181818,2.7880988415226464,9.688098841522645,True,0.47697633533454725,12.095262315962598,1,True,0.48979511406053666
32,34,0.02,14.685031003006142,0.015,0.026363636363636363,11.885031003006151,17.48503100300613,True,2.9333237930221365,14.551609773650188,1,True,0.08676868536223949
33,35,0.8363636363636364,7.7,0.35454545454545455,0.9363636363636364,0.5,7.7,True,2.691901326838283,14.310187307466336,1,True,0.10085939880924644
34,36,0.017272727272727273,9.37472095101748,0.011363636363636364,0.02909090909090909,5.374720951017494,14.77472095101746,True,0.366970983421318,11.98525696404937,1,True,0.544659988903999
35,37,0.010454545454545454,5.670933221428228,0.01,0.012272727272727272,5.070933221428228,7.27093322142823,False,8.623245342780542,20.241531323408594,1,True,0.003318999913662523
36,38,0.11727272727272728,12.24027684315136,0.10454545454545455,0.13,10.640276843151366,13.640276843151355,True,13.18072740562609,24.799013386254142,1,False,0.00028284294605258984
37,39,0.16272727272727272,21.572920644152173,0.1481818181818182,0.19181818181818183,20.072920644152152,23.172920644152196,True,3.358860681807349,14.977146662435402,1,True,0.06684429925921781
40,42,0.02181818181818182,9.648463276434933,0.01681818181818182,0.028181818181818183,7.048463276434942,12.348463276434924,True,17.125736142140116,28.74402212276817,1,False,3.4985013742277605e-05
41,43,0.08363636363636363,6.839280115746188,0.07181818181818181,0.1190909090909091,5.539280115746193,11.039280115746173,True,5.589929758099055,17.208215738727105,1,True,0.018064020531483413
