index,file_lineno,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2,chi2_threshold,dof_gof,passes_gof,p_value
0,2,0.05,8.273206199553446,0.04454545454545455,0.06636363636363636,6.9732061995534504,11.273206199553435,True,7.578474196423542,13.569938743531521,1,False,0.005906941902388865
1,3,0.16272727272727272,9.111803300453403,0.14636363636363636,0.1890909090909091,7.511803300453408,10.611803300453397,True,9.945961007583033,15.937425554691012,1,False,0.0016120269398747413
2,4,0.02,3.4000000000000004,0.017727272727272727,0.022727272727272728,2.1,4.6000000000000005,True,12.276296704409518,18.2677612515175,1,False,0.0004587477940815147
3,5,0.10727272727272727,8.198669196533622,0.09727272727272727,0.12090909090909091,6.998669196533626,9.798669196533616,False,2.0903729413571934,8.081837488465172,1,True,0.1482298809982385
4,6,0.13727272727272727,6.113133506030667,0.11545454545454546,0.1590909090909091,3.9131335060306647,8.113133506030668,True,5.462895003852724,11.454359550960703,1,False,0.01942443852449292
5,7,0.2272727272727273,16.203231391783234,0.18636363636363637,0.2727272727272727,15.00323139178324,17.603231391783233,True,0.35327715862667325,6.344741705734652,1,True,0.552263846856974
6,8,0.32727272727272727,22.441115342924604,0.2909090909090909,0.36363636363636365,21.54111534292459,23.241115342924616,False,2.208597305932387,8.200061853040367,1,True,0.13724341017482672
8,10,0.06545454545454546,14.72291356624998,0.056363636363636366,0.07363636363636364,13.022913566249986,16.222913566249975,False,1.016416347928774,7.007880895036753,1,True,0.3133705722961857
9,11,0.7,9.260827426923665,0.5545454545454546,0.8454545454545455,7.260827426923667,10.660827426923667,False,10.159856913591105,16.151321460699084,1,False,0.0014353176061386425
11,13,0.34545454545454546,6.472407633818542,0.3090909090909091,0.38181818181818183,5.572407633818541,7.272407633818543,True,0.1250821315053204,6.116546678613299,1,True,0.723586565358977
12,14,0.08727272727272727,20.237412062183918,0.07227272727272727,0.10818181818181818,17.937412062183885,22.63741206218395,False,0.5788879329616563,6.570352480069635,1,True,0.44674854610942905
13,15,0.017727272727272727,15.969285480560462,0.014545454545454545,0.02090909090909091,13.969285480560469,17.669285480560454,False,3.352385375328587,9.343849922436565,1,True,0.0671077017529375
14,16,0.16272727272727272,8.122346130938283,0.14454545454545453,0.1972727272727273,6.522346130938288,9.622346130938277,True,4.177746493642488,10.169211040750467,1,False,0.04095812699801222
15,17,0.19454545454545455,10.157113347388147,0.16818181818181818,0.2181818181818182,9.157113347388151,10.857113347388145,True,9.147700040900613,15.139164588008592,1,False,0.002490308898340943
