index,file_lineno,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2,chi2_threshold,dof_gof,passes_gof,p_value,true_AV,true_mass
0,2,0.07363636363636364,12.169573545849671,0.04363636363636364,0.11727272727272728,7.269573545849688,16.669573545849655,True,0.0007276690208224281,5.992192216128801,0,,,10.5382,0.056206
1,3,0.19181818181818186,10.434297856418132,0.1572727272727273,0.24545454545454545,8.734297856418138,11.734297856418127,True,0.0035935018867081616,5.995058048994688,0,,,9.3431,0.171107
2,4,0.02363636363636364,4.800000000000002,0.01909090909090909,0.029090909090909087,3.2,6.800000000000002,True,0.05418878451993068,6.04565333162791,0,,,4.31918,0.020454
3,5,0.11727272727272728,9.24843414981977,0.09636363636363636,0.13545454545454547,7.2484341498197775,10.848434149819763,False,0.006169345431807358,5.9976338925397865,0,,,6.74386,0.085403
4,6,0.16454545454545455,8.36844221276209,0.12636363636363634,0.2363636363636364,5.368442212762089,10.368442212762094,True,0.0004594150496246758,5.991923962157603,0,,,6.40226,0.147953
5,7,0.2363636363636364,16.433394720840866,0.17545454545454547,0.3181818181818182,15.133394720840867,18.033394720840853,True,0.0769103735359113,6.0683749206438895,0,,,17.3093,0.20703
6,8,0.34545454545454546,22.79888933750425,0.2909090909090909,0.4272727272727273,21.698889337504234,24.19888933750427,False,0.08099690005537985,6.072461447163359,0,,,25.4049,0.353775
8,10,0.06727272727272728,15.05673867029688,0.053636363636363635,0.08727272727272728,12.956738670296886,17.65673867029687,False,0.06558638972809121,6.057050936836069,0,,,14.277,0.053173
9,11,0.4090909090909091,5.549554810270438,0.2909090909090909,0.6545454545454545,3.34955481027044,8.549554810270436,True,0.004363693083345096,5.995828240191324,0,,,5.86181,0.398091
11,13,0.3363636363636364,6.245688058487168,0.2909090909090909,0.3909090909090909,5.345688058487168,7.24568805848717,True,0.008058713852075386,5.9995232609600535,0,,,6.47402,0.321926
12,14,0.09636363636363636,21.08290044465625,0.06454545454545453,0.13181818181818186,17.282900444656196,24.482900444656302,True,0.0010514056282717934,5.992515952736252,0,,,20.0599,0.070333
13,15,0.02181818181818182,17.713710996406054,0.015,0.03,14.71371099640607,20.513710996406047,True,0.03740520689353168,6.02886975400151,0,,,18.585,0.01878
14,16,0.19181818181818186,9.412274899389953,0.15181818181818182,0.24545454545454545,7.3122748993899584,10.712274899389945,True,0.01936611070906409,6.010830657817043,0,,,7.98796,0.168693
15,17,0.2090909090909091,10.611877797074078,0.1781818181818182,0.2545454545454545,9.811877797074079,11.411877797074075,True,0.12357568517865858,6.1150402322866375,0,,,10.0988,0.185198
16,18,0.3818181818181817,9.560945123749786,0.3,0.4818181818181818,7.960945123749791,11.160945123749778,True,0.06198114875781609,6.053445695865794,0,,,10.2079,0.366108
17,19,0.2818181818181818,16.942844907222273,0.2272727272727273,0.34545454545454546,15.842844907222275,18.14284490722227,False,0.025811580075128286,6.0172761271831074,0,,,18.1528,0.259832
18,20,0.12636363636363634,16.335051990865956,0.10454545454545457,0.1481818181818182,14.235051990865966,18.135051990865954,False,0.011571230563233751,6.003035777671213,0,,,14.8723,0.097278
20,22,1.2272727272727273,19.78543609303578,0.8909090909090909,1.4,17.58543609303579,20.885436093035782,False,0.020370569156763014,6.011835116264742,0,,,22.9691,1.31329
21,23,0.4090909090909091,7.956557534344821,0.34545454545454546,0.4818181818181818,6.75655753434482,9.056557534344822,True,0.09371187874837499,6.085176425856353,0,,,8.50713,0.394837
22,24,0.015454545454545453,7.19037681985184,0.012727272727272728,0.02,5.39037681985184,9.190376819851842,True,0.06732422907056737,6.058788776178546,0,,,7.83498,0.01503
23,25,1.1454545454545455,17.398467620185524,0.7818181818181819,1.4,14.798467620185535,18.79846762018552,False,0.046094856234890215,6.037559403342869,0,,,20.2002,1.20782
24,26,0.3363636363636364,10.33051184959606,0.2636363636363636,0.4363636363636364,8.930511849596064,12.030511849596053,True,0.018357998226206197,6.0098225453341865,0,,,11.0896,0.322605
25,27,0.4,6.344855655867901,0.3090909090909091,0.5636363636363636,4.544855655867899,8.4448556558679,True,0.01636650522574566,6.0078310523337235,0,,,6.78875,0.394081
26,28,0.17545454545454547,15.813434668247721,0.15545454545454546,0.2090909090909091,14.613434668247724,16.713434668247718,True,0.011881884704200707,6.003346431812179,0,,,14.9163,0.158611
27,29,0.13363636363636364,11.043319700229926,0.11727272727272728,0.15,9.543319700229931,12.243319700229922,False,1.6704134673371828e-05,5.991481251242652,0,,,8.9241,0.106116
