2521.31 223.531 21.0856 0.0500000 20.7941 0.0310000 20.6934 0.0350000     10.5382   0.0562060
1738.13 310.017 17.8876 0.0380000 17.6211 0.0320000 17.4154 0.0370000     7.16208    0.291543
2302.04 355.920 22.5656 0.0370000 22.1921 0.0300000 22.0514 0.0280000     14.1103   0.0321600
3219.76 384.640 16.6946 0.0640000 16.6531 0.0520000 16.4444 0.0170000   -0.373657    0.274078
2687.84 434.846 23.3576 0.0350000 23.1521 0.0370000 23.0054 0.0370000     11.5981   0.0146638
2225.26 457.513 22.2096 0.0310000 22.2281 0.0240000 22.0944 0.0310000     4.22214   0.0139527
1463.87 483.158 20.2946 0.0420000 20.1781 0.0340000 20.1124 0.0320000     4.68253   0.0497250
3354.37 487.954 19.0036 0.0280000 18.7161 0.0230000 18.6284 0.0280000     9.34310    0.171107
2815.92 565.064 20.1126 0.0370000 19.8061 0.0220000 19.6664 0.0310000     10.6929    0.101640
2024.34 629.125 22.0826 0.0410000 21.3251 0.0240000 20.9664 0.0320000     25.7977    0.146333
1714.56 648.880 24.4246 0.0490000 23.4201 0.0360000 22.9094 0.0390000     34.7439   0.0844900
3936.45 806.532 18.0396 0.0400000 17.7311 0.0340000 17.6744 0.0170000     8.44308    0.307826
1997.31 870.754 25.1516 0.0860000 23.9121 0.0350000 23.2344 0.0360000     42.6108    0.127090
2589.50 879.386 16.9696 0.0420000 16.7701 0.0290000 16.5834 0.0350000     3.99631    0.398539
1666.76 900.476 24.4536 0.0400000 24.1241 0.0390000 23.9504 0.0440000     16.7526   0.0128694
1433.46 901.812 22.8566 0.0470000 22.7971 0.0340000 22.6644 0.0430000     7.36582   0.0130256
2198.97 915.202 17.7996 0.0380000 17.6711 0.0310000 17.5254 0.0210000     3.66366    0.190781
1350.43 941.836 23.6776 0.0470000 23.2041 0.0280000 22.9054 0.0360000     18.1800   0.0246041
3610.22 951.491 22.5646 0.0240000 22.4131 0.0200000 22.3554 0.0270000     8.51681   0.0175920
1829.26 1002.18 17.6246 0.0140000 17.4811 0.0230000 17.4124 0.0240000     3.82772    0.220449
1648.69 1080.62 16.4556 0.0760000 16.3111 0.0640000 16.2024 0.0290000     1.94461    0.459678
3649.65 1089.94 21.8216 0.0330000 21.8651 0.0200000 21.7234 0.0350000     2.78868   0.0151442
2515.79 1098.97 25.0266 0.0680000 24.3371 0.0370000 24.1314 0.0390000     25.7492   0.0233950
5120.24 1110.62 21.5446 0.0390000 21.2071 0.0330000 21.0564 0.0240000     12.2809   0.0505327
5438.15 1119.67 20.0146 0.0320000 19.7931 0.0230000 19.6924 0.0220000     7.75263   0.0787238
1373.02 1152.56 20.5436 0.0160000 20.4501 0.0110000 20.3814 0.0230000     4.12726   0.0411032
2221.01 1164.15 16.4166 0.0700000 15.8561 0.0470000 15.4444 0.0350000     0.00000     0.00000
4702.42 1168.48 22.4566 0.0250000 22.1761 0.0300000 22.0624 0.0270000     11.3974   0.0258779
1780.91 1191.26 20.2226 0.0270000 19.7451 0.0220000 19.5504 0.0320000     15.9771    0.162880
3651.23 1214.40 17.4366 0.0420000 17.2681 0.0180000 17.0854 0.0230000     4.01829    0.273084
1711.59 1229.03 22.7476 0.0200000 22.3031 0.0150000 22.0644 0.0230000     16.3642   0.0372816
1607.87 1235.95 17.8816 0.0300000 17.5031 0.0210000 17.3754 0.0190000     10.0674    0.437363
2578.61 1263.49 20.3506 0.0180000 20.1731 0.0240000 20.0864 0.0280000     6.54651   0.0584039
2770.90 1304.84 19.2066 0.0330000 19.0211 0.0260000 18.9794 0.0190000     6.37790    0.115898
5247.89 1329.55 19.4876 0.0320000 19.3351 0.0280000 19.2844 0.0170000     5.36452   0.0845509
2047.40 1334.87 17.3366 0.0380000 17.2221 0.0230000 17.1394 0.0160000     2.58566    0.239428
3130.55 1339.91 23.3896 0.0340000 23.0961 0.0240000 22.9244 0.0150000     13.4195   0.0175769
4184.00 1340.27 19.8796 0.0270000 19.8931 0.0170000 19.6944 0.0300000    0.410124   0.0420988
1412.57 1341.38 23.7596 0.0410000 23.4671 0.0390000 23.3294 0.0250000     14.3530   0.0151978
4492.37 1343.46 22.4626 0.0360000 22.1581 0.0260000 21.9644 0.0310000     12.0604   0.0275244
3821.19 1367.49 20.3216 0.0330000 20.1391 0.0170000 19.9714 0.0140000     6.67193   0.0601215
4225.14 1385.98 24.5996 0.0420000 24.5681 0.0280000 24.3664 0.0430000     0.00000     0.00000
3545.83 1398.02 19.5466 0.0360000 19.3401 0.0220000 19.1914 0.0160000     7.25393    0.100715
2523.29 1411.36 24.9726 0.0610000 24.4651 0.0320000 24.2304 0.0430000     21.6830   0.0154037
2124.11 1445.48 15.4896 0.0830000 15.3831 0.0620000 15.1744 0.0250000    0.873258    0.825078
1965.41 1516.71 21.8926 0.0260000 21.3671 0.0290000 21.1564 0.0180000     18.2707   0.0741625
4956.33 1540.84 20.0576 0.0300000 19.8481 0.0220000 19.7064 0.0170000     7.37222   0.0743313
3512.26 1548.30 24.9326 0.0330000 24.5621 0.0320000 24.4084 0.0430000     18.7283   0.0117220
4929.96 1562.69 24.5196 0.0400000 24.5701 0.0350000 24.2674 0.0450000     0.00000     0.00000
4177.22 1565.46 25.1966 0.0580000 24.9431 0.0310000 24.6584 0.0630000     0.00000     0.00000
1637.63 1567.00 21.8086 0.0340000 21.3751 0.0230000 21.2074 0.0140000     15.3537   0.0591414
1671.11 1588.32 16.3606 0.0680000 15.9481 0.0350000 16.0644 0.0600000     0.00000     0.00000
5419.71 1611.40 19.4416 0.0170000 19.3201 0.0180000 19.2264 0.0190000     4.30605   0.0784769
1194.22 1653.12 20.1496 0.0330000 20.0341 0.0260000 19.9404 0.0180000     4.53716   0.0537428
1428.41 1660.55 18.6136 0.0160000 18.5001 0.0170000 18.3624 0.0270000     3.77286    0.128131
1548.66 1710.73 17.9736 0.0220000 17.7701 0.0170000 17.6924 0.0260000     5.89957    0.220227
1732.09 1721.48 20.9226 0.0230000 20.8561 0.0180000 20.7904 0.0230000     3.65388   0.0295199
1760.55 1773.98 19.1086 0.0160000 18.8871 0.0170000 18.7734 0.0240000     7.40619    0.137217
1024.78 1838.75 17.5336 0.0270000 17.1851 0.0290000 17.0324 0.0190000     8.89971    0.492572
2261.04 1844.49 17.3126 0.0260000 17.1641 0.0130000 16.9584 0.0250000     3.31225    0.274373
5240.19 1881.35 21.8476 0.0280000 21.5611 0.0250000 21.4494 0.0190000     10.9289   0.0369395
1450.51 1896.51 16.2826 0.0670000 16.1291 0.0480000 16.2124 0.0380000     2.12959    0.540695
3295.83 1958.49 22.6116 0.0410000 22.5641 0.0300000 22.4544 0.0300000     6.54373   0.0138593
761.334 2044.40 20.0576 0.0260000 19.7871 0.0410000 19.6474 0.0350000     9.43362   0.0900196
4903.55 2047.28 17.4556 0.0290000 17.2941 0.0180000 17.2424 0.0210000     3.89706    0.263667
3458.83 2051.40 20.9896 0.0190000 20.5591 0.0130000 20.3744 0.0190000     14.9508   0.0897669
1036.19 2068.69 20.3456 0.0370000 19.9971 0.0350000 19.8664 0.0200000     12.1341    0.102358
1375.56 2103.23 21.9316 0.0280000 21.5871 0.0290000 21.4034 0.0260000     12.7413   0.0425934
4240.00 2132.60 24.2846 0.0400000 24.0181 0.0220000 23.7764 0.0440000     15.0361   0.0119383
2522.19 2141.81 24.3256 0.0390000 23.8431 0.0320000 23.5724 0.0290000     19.5274   0.0185828
5424.69 2201.49 19.3906 0.0270000 19.1691 0.0210000 19.1034 0.0240000     7.60230    0.117607
1913.20 2214.25 17.0066 0.0490000 16.8741 0.0380000 16.5894 0.0290000     2.35311    0.310601
936.250 2218.06 17.7016 0.0230000 17.4351 0.0330000 17.3684 0.0290000     6.84628    0.327414
2192.62 2237.95 20.8226 0.0200000 20.7131 0.0220000 20.6104 0.0260000     4.82584   0.0369312
1582.60 2244.99 19.1976 0.0390000 19.0381 0.0310000 18.8794 0.0280000     5.57992    0.106051
4247.53 2246.91 18.3176 0.0190000 18.0191 0.0160000 17.8344 0.0120000     8.75912    0.252860
4330.28 2257.14 19.3086 0.0310000 19.0961 0.0230000 18.9344 0.0210000     7.27116    0.119683
4360.43 2285.91 23.7296 0.0290000 23.3271 0.0180000 23.1494 0.0200000     16.4273   0.0194219
2096.51 2312.82 23.2706 0.0340000 22.8791 0.0290000 22.7144 0.0270000     15.4366   0.0237620
5052.40 2357.77 19.6836 0.0210000 19.3271 0.0210000 19.2444 0.0170000     11.9173    0.151616
4432.50 2368.96 22.0846 0.0270000 21.6921 0.0190000 21.4944 0.0200000     14.3187   0.0454144
4440.72 2456.50 19.3926 0.0140000 19.0051 0.0240000 18.8344 0.0250000     12.6591    0.184342
3902.54 2493.36 18.1016 0.0350000 17.9911 0.0250000 17.9504 0.0130000     3.32550    0.162528
5102.40 2589.45 19.1736 0.0230000 18.8931 0.0200000 18.7574 0.0190000     9.24820    0.156466
4023.53 2608.01 19.1816 0.0290000 19.0141 0.0400000 18.8614 0.0280000     5.81235    0.110385
1954.66 2621.14 17.0026 0.0260000 16.9981 0.0360000 16.7564 0.0230000   -0.666921    0.196250
4029.95 2626.93 15.7556 0.0700000 15.1601 0.0270000 15.1334 0.0300000     0.00000     0.00000
3292.30 2628.43 23.7806 0.0480000 23.1771 0.0200000 22.8864 0.0220000     21.9418   0.0347824
4587.55 2656.38 21.5296 0.0210000 21.1321 0.0290000 21.0134 0.0210000     14.0568   0.0613219
1966.25 2685.48 21.3186 0.0220000 21.2251 0.0180000 21.1364 0.0180000     4.88145   0.0265548
5004.66 2687.56 20.0636 0.0170000 19.9081 0.0210000 19.7674 0.0230000     5.66244   0.0633717
947.532 2698.14 17.4286 0.0350000 17.2591 0.0240000 17.1334 0.0170000     4.02493    0.275265
4884.40 2701.31 21.6146 0.0260000 21.5551 0.0130000 21.4674 0.0190000     4.31918   0.0204538
4266.08 2712.86 17.2846 0.0320000 17.0311 0.0370000 16.7594 0.0140000     5.86181    0.398091
4957.57 2718.21 20.8726 0.0210000 20.4451 0.0220000 20.3024 0.0200000     14.8723   0.0972775
4000.78 2720.39 17.4546 0.0340000 17.1751 0.0180000 16.9904 0.0200000     6.78875    0.394081
4253.72 2722.74 16.7606 0.0920000 16.6021 0.0930000 16.3104 0.0490000     2.62726    0.392640
4664.30 2742.87 18.7236 0.0190000 18.6251 0.0160000 18.5604 0.0160000     3.39250    0.114438
4421.48 2767.40 19.4856 0.0270000 19.2511 0.0160000 19.1164 0.0120000     8.06416    0.116236
648.445 2781.49 17.4006 0.0350000 17.2681 0.0290000 17.1464 0.0270000     3.12508    0.245797
4189.91 2786.54 17.7166 0.0280000 17.4871 0.0230000 17.4094 0.0220000     5.97366    0.284688
3522.64 2793.07 18.4166 0.0230000 17.8451 0.0170000 17.5134 0.0230000     16.6568    0.674569
4954.05 2821.91 19.0176 0.0230000 18.7221 0.0220000 18.5914 0.0180000     9.59651    0.173357
839.158 2853.25 16.4246 0.0630000 16.2631 0.0610000 16.0494 0.0210000     2.43285    0.500934
4044.29 2861.57 21.6916 0.0180000 21.1911 0.0140000 20.8724 0.0210000     17.3897   0.0763482
4444.36 2868.26 15.5166 0.0750000 15.1521 0.0310000 15.2254 0.0330000     0.00000     0.00000
3951.79 2874.76 16.0206 0.0700000 15.7241 0.0610000 15.3494 0.0620000     0.00000     0.00000
3377.41 2877.93 16.9276 0.0620000 16.2661 0.0700000 15.9734 0.0610000     0.00000     0.00000
3755.65 2879.79 19.8576 0.0240000 19.4781 0.0200000 19.2794 0.0170000     12.7388    0.148782
3553.60 2880.38 20.0886 0.0210000 19.7701 0.0180000 19.5354 0.0210000     11.0417    0.108144
3561.77 2883.82 19.2936 0.0220000 18.9401 0.0180000 18.7284 0.0210000     11.5548    0.177529
2880.37 2891.78 20.0876 0.0240000 19.6551 0.0210000 19.4614 0.0250000     14.5128    0.154139
3451.46 2893.34 20.5506 0.0180000 19.6721 0.0170000 19.2314 0.0240000     27.1491    0.512431
3880.52 2914.19 21.4536 0.0290000 21.2151 0.0310000 20.9884 0.0370000     9.17557   0.0395290
