index,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2
0,0.049090909090909095,8.073206199553447,0.045454545454545456,0.056363636363636366,6.9732061995534504,9.473206199553442,False,7.404791149427473
1,0.34545454545454546,7.691151160041938,0.2727272727272727,0.4545454545454546,5.791151160041936,9.89115116004194,True,1.4867483356390667
2,0.02727272727272727,11.024997363215203,,,,,,11.971911720211203
3,0.4545454545454546,3.3000000000000003,0.35454545454545455,0.5909090909090908,1.1,5.4,False,5.593085723794464
4,0.011818181818181818,8.381852680338524,0.011363636363636364,0.012727272727272728,7.981852680338525,9.18185268033852,False,7.77611142391818
5,0.013181818181818182,3.3000000000000003,0.01090909090909091,0.015454545454545453,1.3,5.1000000000000005,True,1.2769496691821083
6,0.05,4.24005688676775,0.04,0.06272727272727273,1.540056886767748,6.640056886767753,True,3.38462132355356
7,0.1590909090909091,8.911803300453403,0.14636363636363636,0.17545454545454547,7.711803300453408,10.211803300453399,True,6.227128570626933
8,0.10454545454545455,10.121682792865764,0.08818181818181818,0.12090909090909091,8.42168279286577,11.921682792865758,True,5.319648442927773
9,0.13545454545454547,23.447139270864128,0.12454545454545454,0.14636363636363636,22.347139270864112,24.44713927086414,False,7.393661128843637
10,0.07636363636363636,30.145263335806234,0.06727272727272728,0.07909090909090909,28.54526333580621,30.44526333580624,False,6.984473917096048
11,0.2818181818181818,7.231347422904372,0.2272727272727273,0.33636363636363636,5.631347422904371,8.531347422904373,True,3.7532553398204778
12,0.06181818181818182,30.44526333580624,,,,,,16.94768096915691
13,0.5,5.300000000000001,0.39090909090909093,0.7090909090909091,3.2,8.0,True,3.738034306833666
14,0.01,13.077730408073629,,,,,,13.855410190963356
15,0.01090909090909091,5.056163433149058,0.01,0.013636363636363636,4.056163433149058,7.45616343314906,True,3.518209797551334
16,0.23636363636363636,5.0,0.1781818181818182,0.3,3.2,6.800000000000001,True,0.46670030795016015
17,0.023636363636363636,15.681713110090657,0.01863636363636364,0.02909090909090909,13.381713110090665,18.081713110090647,False,3.742953915681201
18,0.014090909090909091,5.6384241730122735,,,,,,14.220828507757886
19,0.23636363636363636,4.0,0.18636363636363637,0.3,2.6,5.7,True,0.5993887276432325
