index,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2
1,0.14636363636363636,7.611803300453408,0.1409090909090909,0.15181818181818182,7.11180330045341,8.111803300453406,False,14.189550961370688
2,0.02,3.5,0.015909090909090907,0.026363636363636363,1.3,6.2,True,3.922111473062181
3,0.10363636363636364,7.7986691965336234,0.08272727272727273,0.12272727272727273,5.598669196533631,9.798669196533616,True,2.2130504814725986
5,0.1481818181818182,11.703231391783252,,,,,,327.79024321399856
6,0.23636363636363636,19.841115342924567,,,,,,126.75221127745922
8,0.06272727272727273,14.322913566249982,0.045454545454545456,0.08545454545454545,10.922913566249994,17.82291356624997,True,0.7533317730076023
9,0.33636363636363636,2.760827426923668,,,,,,218.34067180655126
11,0.33636363636363636,6.072407633818542,0.2909090909090909,0.38181818181818183,5.1724076338185405,7.072407633818542,True,2.9086569550118107
12,0.1572727272727273,16.037412062183858,,,,,,25777.56959337916
13,0.016363636363636365,15.069285480560465,,,,,,49.60425519674194
14,0.1572727272727273,7.6223461309382845,0.14272727272727273,0.1781818181818182,6.322346130938289,9.02234613093828,True,4.643831405263103
15,0.16272727272727272,8.657113347388153,0.15,0.1809090909090909,7.357113347388157,9.55711334738815,False,10.554392679466993
16,0.2909090909090909,7.409853173742476,,,,,,18.131321038857763
17,0.2545454545454545,16.22629672669711,0.2181818181818182,0.2909090909090909,15.126296726697115,17.226296726697107,False,10.804652520163911
18,0.08727272727272727,12.48822175916118,0.07772727272727273,0.10090909090909092,11.188221759161184,13.888221759161175,False,13.376920518359661
20,0.7727272727272727,15.345240448064203,,,,,,251.15790370624177
21,0.33636363636363636,6.178902316761798,0.32727272727272727,0.35454545454545455,5.978902316761797,6.578902316761798,False,14.609749642780574
22,0.01,2.842892451466778,,,,,,109.38553563171493
23,1.3363636363636364,18.42644643262783,0.9454545454545454,1.4,15.92644643262784,19.02644643262783,False,4.236573510622119
24,0.34545454545454546,10.546402041344027,0.2818181818181818,0.4181818181818182,9.046402041344033,12.046402041344022,True,1.1576549809039944
25,0.4,6.011554851335327,0.38181818181818183,0.4363636363636364,5.711554851335327,6.6115548513353275,False,12.413252753907264
26,0.16818181818181818,15.498500418995974,0.14454545454545453,0.2272727272727273,13.198500418995982,17.498500418995967,True,1.1502967877214416
27,0.12090909090909091,9.692313873567953,0.10363636363636364,0.1390909090909091,7.792313873567959,11.492313873567946,True,6.071358076291632
29,0.35454545454545455,21.006956159423556,0.2636363636363636,0.4818181818181818,18.706956159423523,23.50695615942359,True,0.8737156902438661
30,0.34545454545454546,5.488098841522646,0.2818181818181818,0.4181818181818182,4.388098841522646,6.588098841522646,True,1.0591585765182154
32,0.06636363636363636,10.885031003006155,,,,,,50669.493208547865
33,0.5727272727272728,3.4000000000000004,,,,,,65.31578524198859
34,0.015909090909090907,5.374720951017494,,,,,,1147.3273202911707
35,0.010454545454545454,5.770933221428228,0.01,0.012727272727272728,5.070933221428228,7.5709332214282306,True,5.284313702618904
36,0.08909090909090908,8.940276843151372,,,,,,126.85328432763937
37,0.16454545454545455,21.772920644152176,0.13727272727272727,0.2181818181818182,19.072920644152138,23.772920644152205,True,3.3869215653285196
40,0.017272727272727273,7.548463276434941,,,,,,73.43191626910723
42,0.10818181818181818,2.8250570425689805,0.1,0.11727272727272728,1.8250570425689796,3.7250570425689813,True,9.388197965895424
43,0.10636363636363637,4.379689928442964,,,,,,16.10595815092183
45,0.10181818181818182,14.772155653625953,0.08454545454545455,0.1190909090909091,12.87215565362596,16.672155653625946,True,10.298765422944337
46,0.14454545454545453,6.699341218850688,0.12636363636363637,0.16090909090909092,5.199341218850687,8.09934121885069,True,1.809101008637677
48,0.14636363636363636,7.349574448965178,,,,,,21.43641373169063
49,0.03909090909090909,9.790773110188766,0.02909090909090909,0.049090909090909095,7.1907731101887755,12.290773110188757,True,5.293119352771952
50,0.15363636363636363,7.286046626551341,0.13545454545454547,0.16818181818181818,5.68604662655134,8.686046626551343,True,2.8370669708120024
51,0.2727272727272727,3.2132676165466743,0.2636363636363636,0.2818181818181818,3.013267616546674,3.4132676165466744,False,12.80886603807923
52,0.11,7.085951270538406,0.09818181818181819,0.12454545454545454,5.78595127053841,8.6859512705384,True,8.520361747557645
54,0.072,4.034364877894466,0.06181818181818182,0.08272727272727273,2.334364877894464,5.634364877894467,True,6.03684116330417
55,0.5363636363636364,11.211968783709255,0.44545454545454544,0.6818181818181818,9.81196878370926,12.911968783709248,True,4.057622083614072
58,0.9181818181818182,11.847288816568904,,,,,,39.748030946879425
59,0.17545454545454547,9.101374328814572,0.15363636363636363,0.2272727272727273,7.5013743288145776,10.501374328814567,True,2.055912157173672
61,0.6909090909090909,8.347436539824699,,,,,,35.5098902903565
62,0.02181818181818182,5.176109043436153,0.016363636363636365,0.02727272727272727,2.476109043436151,7.576109043436155,True,3.2191332526750003
64,0.3090909090909091,8.155816847625175,0.2636363636363636,0.37272727272727274,7.055816847625174,9.355816847625176,True,0.8547771481384161
65,0.11727272727272728,7.9696737785909235,0.10272727272727274,0.13545454545454547,6.469673778590929,9.869673778590917,True,5.782301915719518
67,0.013636363636363636,15.37524071347038,0.01090909090909091,0.01681818181818182,12.975240713470388,17.57524071347037,False,8.027522203119888
70,0.1390909090909091,7.4305612602095685,,,,,,21.719486887027205
71,0.11363636363636363,6.703153823851649,0.09727272727272727,0.12818181818181817,5.003153823851647,8.20315382385165,True,4.840004843420212
72,0.2727272727272727,5.1180960315422785,0.23636363636363636,0.3090909090909091,4.318096031542279,6.01809603154228,True,2.6377229606770793
73,0.15,7.514830483057626,,,,,,15918.582291171515
74,0.06363636363636364,10.364125093338275,0.05272727272727273,0.07772727272727273,8.464125093338282,12.664125093338267,True,6.915875243629021
77,0.028181818181818183,4.303397126202945,0.022727272727272728,0.03636363636363636,2.103397126202944,6.603397126202948,True,5.059991584389888
79,0.1972727272727273,8.39171927704626,0.16272727272727272,0.23636363636363636,6.991719277046258,9.49171927704626,True,2.5736970033818842
80,0.509090909090909,12.388521250017716,,,,,,26.430345807685935
82,0.2818181818181818,5.703272781796172,0.24545454545454545,0.3181818181818182,4.803272781796171,6.503272781796173,True,2.7288479260777843
83,0.017272727272727273,13.228279216750504,,,,,,19.525744334860054
84,0.11363636363636363,12.843623795199695,0.08727272727272727,0.1390909090909091,10.043623795199705,15.543623795199686,True,1.6738142625834342
85,0.11545454545454546,8.656514727644398,,,,,,10551.31516696503
87,0.01,5.587432591597981,0.01,0.010454545454545454,5.487432591597981,5.987432591597981,False,14.555965018806903
88,0.09818181818181819,9.321682792865767,0.08090909090909092,0.11545454545454546,7.521682792865773,11.22168279286576,True,7.679334170402049
89,0.15545454545454546,8.348338076913286,0.14272727272727273,0.16636363636363638,7.24833807691329,9.448338076913283,False,9.927594258133043
90,0.12454545454545454,7.455968489349006,0.1090909090909091,0.14454545454545453,5.9559684893490115,9.355968489349,True,3.8775544707735907
92,0.013636363636363636,9.371688363967518,,,,,,1595.9672260966727
