index,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2
0,0.049090909090909095,8.073206199553447,0.045454545454545456,0.056363636363636366,6.9732061995534504,9.473206199553442,False,7.404791149427473
1,0.34545454545454546,7.691151160041938,0.2727272727272727,0.4545454545454546,5.791151160041936,9.89115116004194,True,1.4867483356390667
2,0.02727272727272727,11.024997363215203,,,,,,11.971911720211203
3,0.4545454545454546,3.3000000000000003,0.35454545454545455,0.5909090909090908,1.1,5.4,False,5.593085723794464
4,0.011818181818181818,8.381852680338524,0.011363636363636364,0.012727272727272728,7.981852680338525,9.18185268033852,False,7.77611142391818
5,0.013181818181818182,3.3000000000000003,0.01090909090909091,0.015454545454545453,1.3,5.1000000000000005,True,1.2769496691821083
6,0.05,4.24005688676775,0.04,0.06272727272727273,1.540056886767748,6.640056886767753,True,3.38462132355356
7,0.1590909090909091,8.911803300453403,0.14636363636363636,0.17545454545454547,7.711803300453408,10.211803300453399,True,6.227128570626933
8,0.10454545454545455,10.121682792865764,0.08818181818181818,0.12090909090909091,8.42168279286577,11.921682792865758,True,5.319648442927773
9,0.13545454545454547,23.447139270864128,0.12454545454545454,0.14636363636363636,22.347139270864112,24.44713927086414,False,7.393661128843637
10,0.07636363636363636,30.145263335806234,0.06727272727272728,0.07909090909090909,28.54526333580621,30.44526333580624,False,6.984473917096048
11,0.2818181818181818,7.231347422904372,0.2272727272727273,0.33636363636363636,5.631347422904371,8.531347422904373,True,3.7532553398204778
12,0.06181818181818182,30.44526333580624,,,,,,16.94768096915691
13,0.5,5.300000000000001,0.39090909090909093,0.7090909090909091,3.2,8.0,True,3.738034306833666
14,0.01,13.077730408073629,,,,,,13.855410190963356
15,0.01090909090909091,5.056163433149058,0.01,0.013636363636363636,4.056163433149058,7.45616343314906,True,3.518209797551334
16,0.23636363636363636,5.0,0.1781818181818182,0.3,3.2,6.800000000000001,True,0.46670030795016015
17,0.023636363636363636,15.681713110090657,0.01863636363636364,0.02909090909090909,13.381713110090665,18.081713110090647,False,3.742953915681201
18,0.014090909090909091,5.6384241730122735,,,,,,14.220828507757886
19,0.23636363636363636,4.0,0.18636363636363637,0.3,2.6,5.7,True,0.5993887276432325
20,0.5545454545454546,3.2,0.37272727272727274,0.9272727272727272,0.0,7.0,True,0.41163837219792504
21,0.015,2.4000000000000004,0.012272727272727272,0.019545454545454546,0.2,4.800000000000001,True,0.17423109406811144
22,0.015,19.234382003229523,,,,,,27.31448124727745
23,0.046363636363636364,10.017155099699897,0.04090909090909091,0.05454545454545455,8.517155099699902,11.81715509969989,False,6.100326272621316
24,0.08272727272727273,7.484222748578896,0.07145454545454545,0.1,5.784222748578902,9.384222748578889,True,5.343556759897448
25,0.04181818181818182,3.7855837083489545,0.03363636363636364,0.05,1.6855837083489549,5.885583708348954,True,3.1223016604998772
26,1.4,7.116545155663626,,,,,,63.94633965868462
27,0.02181818181818182,8.55091842823557,,,,,,11.035054137267329
28,0.15363636363636363,14.980638369776418,0.1409090909090909,0.16454545454545455,13.780638369776423,16.080638369776416,True,6.438213466896462
29,0.34545454545454546,5.300000000000001,0.2727272727272727,0.4363636363636364,3.4000000000000004,7.300000000000001,True,2.849311508806828
30,0.035454545454545454,14.13690790688616,0.03,0.04090909090909091,12.836907906886164,15.536907906886155,False,5.347900895376113
31,0.4090909090909091,8.751153296816625,0.32727272727272727,0.5363636363636364,6.751153296816632,10.851153296816618,True,0.4995259424797447
32,0.06,6.098157191069808,0.049090909090909095,0.0710909090909091,4.098157191069806,7.99815719106981,True,4.495611572389818
33,0.11363636363636363,6.154771825041483,0.10545454545454545,0.12090909090909091,5.1547718250414825,6.954771825041484,True,7.916304612237148
34,0.08727272727272727,5.184894622478794,0.07727272727272727,0.10363636363636364,3.784894622478793,6.884894622478796,True,6.2703868311656645
35,0.2727272727272727,3.3000000000000003,0.2090909090909091,0.34545454545454546,1.4000000000000001,5.2,True,0.05097318029612889
36,0.014545454545454545,10.334013921009769,,,,,,9.994550466316795
37,0.060909090909090906,3.9000000000000004,0.04818181818181819,0.07636363636363636,1.4000000000000001,6.5,False,2.0794600370545027
38,0.011363636363636364,10.25915953701767,,,,,,14.359830467551447
39,0.02727272727272727,10.61721122846722,0.022727272727272728,0.031818181818181815,8.517211228467227,12.217211228467214,True,4.028058055580496
40,0.07227272727272727,7.842108101401411,0.056363636363636366,0.09090909090909091,5.042108101401409,10.542108101401414,True,0.684006845706801
41,0.01,15.186180754571323,,,,,,69.28355166152275
42,0.11727272727272728,8.347792933170664,0.09181818181818181,0.1409090909090909,5.647792933170674,10.747792933170656,True,1.4500266337417682
43,0.011363636363636364,16.42918827227263,,,,,,17.661274849505894
44,1.3909090909090909,4.0,1.0363636363636364,1.4,1.6,4.4,False,4.398658660874834
45,0.07,15.73402852290542,,,,,,10.83059703229186
46,0.08454545454545455,7.945221766651224,0.07,0.10727272727272727,5.745221766651232,10.545221766651215,True,2.3327123212920426
47,0.01,15.862974603686743,,,,,,31.70541510135945
48,0.01,14.795102341912013,,,,,,66.63615292416331
49,0.01,17.757625192638407,,,,,,15.128848243806422
50,0.05272727272727273,12.74291404124131,,,,,,9.8194844240377
51,0.9181818181818182,5.492347934506167,,,,,,10.861995220797247
