index,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2
1,0.1481818181818182,7.811803300453407,0.1409090909090909,0.1572727272727273,7.2118033004534094,8.611803300453404,False,8.681814298459171
2,0.02,3.5,0.01681818181818182,0.025454545454545455,1.8,5.800000000000001,True,3.8454149041265295
3,0.10454545454545455,7.898669196533623,0.08545454545454545,0.12272727272727273,5.99866919653363,9.798669196533616,False,1.2077331651496304
5,0.14454545454545453,11.703231391783252,,,,,,175.98444826258515
6,0.2636363636363636,20.64111534292458,,,,,,76.47704702380834
8,0.06272727272727273,14.322913566249982,0.04818181818181819,0.08181818181818182,11.522913566249992,17.42291356624997,True,0.6389458052302712
9,0.3181818181818182,2.9608274269236676,,,,,,53.71108758101901
11,0.33636363636363636,6.172407633818541,0.2909090909090909,0.38181818181818183,5.372407633818541,7.072407633818542,True,0.09158515239905363
12,0.08909090909090908,16.037412062183858,,,,,,9925.514702792236
13,0.01818181818181818,16.16928548056046,0.014090909090909091,0.022727272727272728,13.66928548056047,18.369285480560453,False,3.719740392930593
14,0.1590909090909091,7.822346130938284,0.14636363636363636,0.17272727272727273,6.622346130938288,8.92234613093828,True,4.416757616111592
15,0.16272727272727272,8.757113347388152,0.15363636363636363,0.1809090909090909,7.757113347388156,9.757113347388149,False,7.867308086673492
16,0.3,7.809853173742475,0.2727272727272727,0.33636363636363636,7.009853173742478,8.609853173742472,False,5.250634243402456
17,0.2636363636363636,16.42629672669711,0.23636363636363636,0.2818181818181818,15.626296726697113,17.026296726697108,False,9.19160974094528
18,0.09,12.888221759161178,,,,,,12.343327574672655
20,0.7272727272727273,15.345240448064203,,,,,,133.08295896872005
21,0.33636363636363636,6.378902316761797,0.3090909090909091,0.38181818181818183,5.778902316761798,7.178902316761798,False,5.670940308603938
22,0.01,2.9428924514667782,,,,,,66.22218646908527
23,1.2727272727272727,17.926446432627834,0.9181818181818182,1.4,15.62644643262784,18.926446432627827,False,2.2900360801294894
24,0.34545454545454546,10.546402041344027,0.2909090909090909,0.4181818181818182,9.346402041344032,12.046402041344022,True,0.2489901370959777
25,0.4090909090909091,6.311554851335327,0.36363636363636365,0.4545454545454546,5.511554851335326,7.011554851335328,True,2.9807529252463936
26,0.17,15.698500418995973,0.1481818181818182,0.2272727272727273,13.498500418995981,17.498500418995967,True,0.9281823690807112
27,0.12454545454545454,10.092313873567951,0.10636363636363637,0.14454545454545453,8.192313873567958,12.092313873567944,False,0.9344520409712956
29,0.35454545454545455,21.006956159423556,0.2727272727272727,0.4545454545454546,18.906956159423526,23.006956159423584,True,0.5669866303096953
30,0.33636363636363636,5.388098841522646,0.2818181818181818,0.4,4.488098841522646,6.388098841522646,True,0.6325874654996934
32,0.016363636363636365,10.885031003006155,,,,,,4216.554952347064
33,0.4545454545454546,2.6,0.4090909090909091,0.509090909090909,2.1,3.2,False,7.901413616704732
34,0.012727272727272728,5.374720951017494,,,,,,317.4462220592385
35,0.010454545454545454,5.770933221428228,0.01,0.012272727272727272,5.170933221428228,7.17093322142823,False,4.675708554506661
36,0.08727272727272727,8.940276843151372,,,,,,36.28780297145567
37,0.16454545454545455,21.772920644152176,0.14272727272727273,0.2090909090909091,19.572920644152145,23.5729206441522,True,3.126988365087288
40,0.01818181818181818,8.148463276434939,,,,,,26.264088947050745
42,0.11,3.0250570425689807,0.10181818181818182,0.11727272727272728,2.22505704256898,3.8250570425689814,True,6.337959042172423
43,0.10818181818181818,4.679689928442963,0.10636363636363637,0.11,4.479689928442964,4.8796899284429625,False,11.225624048174792
45,0.10636363636363637,15.372155653625951,0.08545454545454545,0.12636363636363637,12.97215565362596,17.57215565362594,True,3.285805345329227
46,0.14454545454545453,6.699341218850688,0.13,0.1590909090909091,5.499341218850687,7.999341218850689,True,1.7694484985789745
48,0.1481818181818182,7.649574448965177,,,,,,16.696727354057874
49,0.03909090909090909,9.790773110188766,0.03,0.046363636363636364,7.590773110188774,11.69077311018876,True,5.076275399512578
50,0.15363636363636363,7.286046626551341,0.1390909090909091,0.16636363636363638,5.986046626551341,8.486046626551342,True,2.0705639766047925
51,0.2727272727272727,3.3132676165466743,0.2545454545454545,0.2818181818181818,2.913267616546674,3.5132676165466745,False,7.98227456728266
52,0.11363636363636363,7.485951270538404,0.10181818181818182,0.12454545454545454,6.185951270538409,8.6859512705384,True,6.133285766634808
54,0.07309090909090908,4.3343648778944655,0.06363636363636364,0.08454545454545455,2.8343648778944646,5.934364877894467,True,3.456975994413604
55,0.5454545454545454,11.411968783709254,0.4545454545454546,0.6909090909090909,10.011968783709259,13.111968783709248,True,1.712303064810978
58,0.9727272727272728,12.447288816568902,,,,,,22.226393457089817
59,0.1781818181818182,9.201374328814572,0.1572727272727273,0.2181818181818182,7.8013743288145765,10.401374328814567,True,1.2129344836259017
61,0.6727272727272727,8.1474365398247,,,,,,32.093314936530824
62,0.02181818181818182,5.176109043436153,0.017272727272727273,0.02727272727272727,2.9761090434361512,7.376109043436156,True,2.3925663046008077
64,0.3090909090909091,8.155816847625175,0.2727272727272727,0.36363636363636365,7.155816847625173,9.355816847625176,True,0.08317878949158658
65,0.12090909090909091,8.369673778590922,0.10636363636363637,0.13727272727272727,6.769673778590928,9.969673778590916,True,3.1548684779586242
67,0.013636363636363636,15.37524071347038,0.011818181818181818,0.015909090909090907,13.775240713470385,17.07524071347037,False,6.849748674891502
70,0.1409090909090909,7.7305612602095675,,,,,,15.049804704621259
