index,file_lineno,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2,chi2_threshold,dof_gof,passes_gof,p_value
1,3,0.15,7.911803300453407,0.13363636363636364,0.16272727272727272,6.411803300453412,9.011803300453403,False,18.632218641168826,30.25050462179688,4,False,0.0009280707067758988
2,4,0.02,3.4000000000000004,0.017272727272727273,0.024545454545454544,1.8,5.300000000000001,True,13.274943256187735,24.893229236815785,4,True,0.010007654603845617
3,5,0.10545454545454545,7.998669196533623,0.09090909090909091,0.1190909090909091,6.498669196533628,9.498669196533617,False,3.8694375601574946,15.487723540785547,4,True,0.4239638243259385
5,7,0.1481818181818182,11.703231391783252,0.14454545454545453,0.15181818181818182,11.703231391783252,11.903231391783251,False,327.07996885477775,338.6982548354058,4,False,1.5551011570766268e-69
6,8,0.2727272727272727,20.941115342924583,0.24545454545454545,0.32727272727272727,20.14111534292457,22.341115342924603,False,140.86884716337065,152.4871331439987,4,False,1.8391876715702295e-29
8,10,0.06363636363636364,14.522913566249981,0.05272727272727273,0.07636363636363636,12.422913566249989,16.622913566249974,True,1.4814505926755084,13.09973657330356,4,True,0.8299221041744108
9,11,0.35454545454545455,2.8608274269236675,0.32727272727272727,0.37272727272727274,2.260827426923668,3.260827426923668,False,308.7550982618798,320.3733842425079,4,False,1.399814698550289e-65
11,13,0.33636363636363636,6.172407633818541,0.3,0.37272727272727274,5.47240763381854,6.8724076338185425,True,3.583578238984056,15.201864219612109,4,True,0.4652843905724753
12,14,0.13,16.037412062183858,0.12818181818181817,0.13181818181818183,16.037412062183858,16.037412062183858,False,28938.890169961924,28950.508455942552,4,False,0.0
13,15,0.016363636363636365,15.169285480560465,0.013181818181818182,0.02090909090909091,12.769285480560473,17.669285480560454,False,50.0877389083379,61.70602488896595,4,False,3.461714126313247e-10
14,16,0.1590909090909091,7.822346130938284,0.14272727272727273,0.1781818181818182,6.322346130938289,9.02234613093828,True,5.122508013089333,16.740793993717386,4,True,0.2749568027188483
15,17,0.16818181818181818,9.157113347388151,0.15545454545454546,0.2,7.857113347388156,10.257113347388147,True,22.19321821855589,33.81150419918394,4,False,0.00018342880766959474
16,18,0.2909090909090909,7.509853173742476,0.2636363636363636,0.32727272727272727,6.709853173742479,8.409853173742473,False,23.59791829578443,35.21620427641248,4,False,9.61505566221867e-05
17,19,0.2727272727272727,16.726296726697107,0.2272727272727273,0.3181818181818182,15.326296726697114,17.826296726697105,False,11.882681414504743,23.500967395132797,4,True,0.018245336499017127
18,20,0.08818181818181818,12.688221759161179,0.07636363636363636,0.10545454545454545,11.188221759161184,14.488221759161172,False,27.974510437894587,39.59279641852264,4,False,1.262217928072872e-05
20,22,0.7272727272727273,15.345240448064203,0.7090909090909091,0.8545454545454546,15.345240448064203,16.5452404480642,False,344.0434734301007,355.66175941072873,4,False,3.388516807942675e-73
21,23,0.35454545454545455,6.678902316761798,0.3090909090909091,0.38181818181818183,5.678902316761797,7.2789023167617986,False,23.750141173051215,35.368427153679264,4,False,8.963383759533154e-05
22,24,0.01090909090909091,3.742892451466779,0.01,0.012727272727272728,2.842892451466778,5.34289245146678,False,119.3532388828165,130.97152486344456,4,False,7.341669911449978e-25
23,25,1.3727272727272726,18.62644643262783,1.0545454545454547,1.4,16.72644643262784,18.926446432627827,False,5.025457587636423,16.643743568264476,4,True,0.28469534816771214
24,26,0.34545454545454546,10.546402041344027,0.3,0.39090909090909093,9.546402041344031,11.646402041344023,True,1.2890356102587672,12.90732159088682,4,True,0.8632330383821457
25,27,0.4,6.1115548513353275,0.36363636363636365,0.44545454545454544,5.311554851335327,6.811554851335328,True,17.597318184171122,29.215604164799174,4,False,0.0014789638420637352
26,28,0.17272727272727273,15.798500418995973,0.1590909090909091,0.2,14.598500418995977,16.69850041899597,False,1.495785026871497,13.114071007499549,4,True,0.827387833745242
27,29,0.12454545454545454,10.19231387356795,0.11363636363636363,0.13545454545454547,8.892313873567955,11.292313873567947,False,8.29206353476763,19.91034951539568,4,True,0.08144674724594919
29,31,0.33636363636363636,20.60695615942355,0.2909090909090909,0.4090909090909091,19.406956159423533,22.306956159423574,False,1.100115802494821,12.718401783122873,4,True,0.894253832292031
30,32,0.34545454545454546,5.488098841522646,0.2909090909090909,0.4,4.488098841522646,6.388098841522646,True,1.0591585765182154,12.677444557146266,4,True,0.9006968246157353
32,34,0.12272727272727273,10.885031003006155,0.12090909090909091,0.12454545454545454,10.885031003006155,10.885031003006155,False,88742.12292195328,88753.74120793391,4,False,0.0
33,35,0.7272727272727273,4.6000000000000005,0.5909090909090908,0.9363636363636364,3.4000000000000004,6.1000000000000005,False,104.00312580037195,115.621411781,4,False,1.3813281370433792e-21
34,36,0.015909090909090907,5.374720951017494,0.015,0.017272727272727273,5.374720951017494,5.474720951017494,False,1147.3273202911707,1158.9456062717989,4,False,4.1730315192518255e-247
35,37,0.010454545454545454,5.670933221428228,0.01,0.012272727272727272,5.070933221428228,7.27093322142823,False,9.469987749493505,21.088273730121557,4,True,0.050367598768778624
36,38,0.09636363636363636,9.64027684315137,0.08818181818181818,0.10727272727272727,8.940276843151372,10.840276843151365,False,162.04454886220228,173.66283484283034,4,False,5.326048429992462e-34
37,39,0.16272727272727272,21.572920644152173,0.1481818181818182,0.1890909090909091,20.072920644152152,23.072920644152195,True,4.906997448441848,16.5252834290699,4,True,0.2969739412017207
40,42,0.01863636363636364,8.048463276434939,0.015909090909090907,0.022727272727272728,6.648463276434944,9.948463276434932,False,80.88185709933043,92.50014307995849,4,False,1.132810760596365e-16
42,44,0.11181818181818182,3.225057042568981,0.10272727272727274,0.12090909090909091,2.22505704256898,4.125057042568981,True,21.94648564974551,33.56477163037356,4,False,0.00020539647355146263
43,45,0.10636363636363637,4.379689928442964,0.10363636363636364,0.11727272727272728,4.379689928442964,5.57968992844296,False,17.158561002650465,28.776846983278517,4,False,0.0018005231518179886
45,47,0.10727272727272727,15.372155653625951,0.08909090909090908,0.12090909090909091,13.372155653625958,17.072155653625945,False,12.29462435201625,23.9129103326443,4,True,0.015289701077674663
46,48,0.14636363636363636,6.899341218850688,0.13545454545454547,0.1572727272727273,5.8993412188506875,7.999341218850689,False,3.7178222783803077,15.336108259008359,4,True,0.445539083049175
48,50,0.14636363636363636,7.349574448965178,0.13545454545454547,0.1572727272727273,6.249574448965182,8.549574448965174,False,23.37794030310977,34.996226283737826,4,False,0.0001064072305092552
49,51,0.03727272727272728,9.290773110188768,0.030909090909090907,0.04454545454545455,7.590773110188774,11.190773110188761,False,16.768966125425774,28.387252106053825,4,False,0.0021432637918366517
50,52,0.15181818181818182,7.186046626551342,0.1390909090909091,0.16090909090909092,5.986046626551341,8.086046626551342,True,3.574151439308679,15.19243741993673,4,True,0.4666933838172561
51,53,0.2727272727272727,3.2132676165466743,0.24545454545454545,0.3090909090909091,2.5132676165466736,3.913267616546675,False,13.041958699340906,24.660244679968958,4,True,0.011072585642216994
52,54,0.11181818181818182,7.285951270538405,0.1,0.12454545454545454,5.78595127053841,8.6859512705384,True,15.276882739908846,26.895168720536898,4,True,0.004160087378809801
54,56,0.07281818181818181,4.234364877894466,0.06454545454545454,0.08181818181818182,2.8343648778944646,5.5343648778944665,True,13.930453945724413,25.548739926352464,4,True,0.007520358016118749
55,57,0.5545454545454546,11.411968783709254,0.4727272727272727,0.6545454545454545,10.211968783709258,12.71196878370925,True,6.997225741323857,18.615511721951908,4,True,0.1360349049177894
58,60,0.9363636363636364,12.047288816568903,0.7727272727272727,1.1545454545454545,10.647288816568908,13.547288816568898,False,65.43289283133369,77.05117881196173,4,False,2.085785526825376e-13
59,61,0.17272727272727273,9.101374328814572,0.15545454545454546,0.2181818181818182,7.601374328814577,10.301374328814568,True,2.2354081205180565,13.853694101146107,4,True,0.6925522802136665
