index,file_lineno,best_mass,best_AV,mass_min,mass_max,AV_min,AV_max,intersects,min_chi2,chi2_threshold,dof_gof,passes_gof,p_value,true_AV,true_mass
1,3,0.1481818181818182,7.734297856418141,0.1390909090909091,0.1590909090909091,6.9342978564181434,8.634297856418138,False,18.813000769906548,24.80446531701452,4,False,0.0008552901951810041,9.3431,0.171107
2,4,0.02,3.4000000000000004,0.01818181818181818,0.022727272727272728,2.4000000000000004,4.6000000000000005,True,13.274943256187735,19.266407803295714,4,False,0.010007654603845615,4.31918,0.020454
3,5,0.10545454545454544,7.948434149819776,0.09545454545454546,0.11363636363636365,6.948434149819779,8.948434149819771,False,3.872228786300093,9.863693333408072,4,True,0.42357388346867775,6.74386,0.085403
5,7,0.14454545454545453,11.43339472084088,0.14272727272727273,0.1481818181818182,11.43339472084088,11.73339472084088,False,321.75834421319706,327.7498087603051,4,False,2.1890429140341454e-68,17.3093,0.20703
6,8,0.2818181818181818,21.198889337504227,0.2545454545454545,0.3090909090909091,20.39888933750421,21.89888933750424,False,140.21402291838945,146.20548746549738,4,False,2.539944381219757e-29,25.4049,0.353775
8,10,0.06363636363636364,14.456738670296884,0.05545454545454545,0.07281818181818181,12.956738670296886,16.056738670296873,False,1.446373003608089,7.4378375507160674,4,True,0.8360964450746214,14.277,0.053173
9,11,0.3545454545454545,2.84955481027044,0.3272727272727273,0.3636363636363637,2.34955481027044,3.14955481027044,False,308.7550982618798,314.7465628089878,4,False,1.3998146985502889e-65,5.86181,0.398091
11,13,0.3363636363636364,6.14568805848717,0.3181818181818182,0.3545454545454545,5.745688058487168,6.64568805848717,True,3.3981350081582504,9.38959955526623,4,True,0.4935351683229269,6.47402,0.321926
12,14,0.13,16.18290044465618,0.13,0.13181818181818186,16.18290044465618,16.18290044465618,False,29087.333056263262,29093.324520810373,4,False,0.0,20.0599,0.070333
13,15,0.01590909090909091,14.81371099640607,0.013636363636363636,0.019545454545454543,13.213710996406071,17.01371099640606,False,50.1954400150093,56.186904562117284,4,False,3.287011774818685e-10,18.585,0.01878
14,16,0.1572727272727273,7.612274899389957,0.1481818181818182,0.16818181818181818,6.812274899389959,8.612274899389954,False,5.083172660453501,11.074637207561482,4,True,0.2788694333362249,7.98796,0.168693
15,17,0.16818181818181818,9.111877797074085,0.1590909090909091,0.19181818181818186,8.211877797074086,10.11187779707408,True,22.18447975743934,28.17594430454732,4,False,0.00018416546020302252,10.0988,0.185198
16,18,0.2909090909090909,7.460945123749792,0.2727272727272727,0.3181818181818182,6.960945123749795,8.16094512374979,False,23.29362298212973,29.285087529237714,4,False,0.00011062036390639824,10.2079,0.366108
17,19,0.2636363636363636,16.442844907222273,0.2363636363636364,0.3,15.642844907222278,17.442844907222273,False,11.974456940831493,17.965921487939468,4,False,0.017542224213297285,18.1528,0.259832
18,20,0.08727272727272728,12.535051990865972,0.07863636363636364,0.10090909090909092,11.435051990865974,13.935051990865967,False,27.960472661069698,33.95193720817768,4,False,1.2705131688339325e-05,14.8723,0.097278
20,22,0.7727272727272727,15.785436093035795,0.7545454545454545,0.8363636363636364,15.785436093035795,16.385436093035793,False,347.0776255040011,353.069090051109,4,False,7.497962141216087e-74,22.9691,1.31329
21,23,0.34545454545454546,6.456557534344818,0.3272727272727273,0.3727272727272728,6.056557534344819,7.056557534344821,False,23.253545675004755,29.245010222112732,4,False,0.00011268058205334022,8.50713,0.394837
22,24,0.01090909090909091,3.6903768198518376,0.01,0.012272727272727272,2.8903768198518374,4.890376819851839,False,119.35323888281651,125.3447034299245,4,False,7.341669911449977e-25,7.83498,0.01503
23,25,1.3636363636363635,18.59846762018552,1.1363636363636365,1.4,17.198467620185525,18.89846762018552,False,5.086710759302098,11.07817530641008,4,True,0.2785155868403939,20.2002,1.20782
24,26,0.34545454545454546,10.530511849596056,0.3181818181818182,0.3818181818181817,9.83051184959606,11.230511849596057,True,1.3089322461246131,7.300396793232593,4,True,0.8598582314047509,11.0896,0.322605
25,27,0.4,6.0448556558679005,0.3727272727272728,0.4272727272727273,5.544855655867899,6.5448556558679005,False,17.422154760109894,23.41361930721787,4,False,0.0015999064052191574,6.78875,0.394081
26,28,0.17545454545454547,15.813434668247721,0.16272727272727272,0.1972727272727273,14.913434668247724,16.61343466824772,False,1.4731251922459776,7.464589739353957,4,True,0.8313911006465544,14.9163,0.158611
27,29,0.12272727272727273,9.94331970022993,0.11727272727272728,0.13181818181818186,9.243319700229932,10.943319700229926,False,8.211465294497218,14.202929841605195,4,True,0.08413196589807757,8.9241,0.106116
29,31,0.34545454545454546,20.83960104300827,0.3,0.3909090909090909,19.739601043008253,21.73960104300828,False,1.1239663653128036,7.1154309124207815,4,True,0.8904512717576777,22.939,0.342464
30,32,0.34545454545454546,5.481324246116034,0.3,0.3818181818181817,4.681324246116033,6.081324246116034,False,1.1746578781291288,7.166122425237107,4,True,0.8822531482450134,4.9614,0.293764
32,34,0.12090909090909092,10.677076205899851,0.1190909090909091,0.12090909090909092,10.677076205899851,10.677076205899851,False,88495.24174931181,88501.23321385893,4,False,0.0,16.5894,0.019871
33,35,0.7272727272727273,4.6000000000000005,0.6272727272727272,0.8636363636363636,3.8,5.6000000000000005,False,104.00312580037195,109.99459034747991,4,False,1.3813281370433792e-21,2.62726,0.39264
34,36,0.015454545454545453,4.9888101381097245,0.015,0.01636363636363636,4.9888101381097245,5.088810138109724,False,1133.6722259248202,1139.6636904719282,4,False,3.8056338911942e-244,10.8478,0.017711
35,37,0.010454545454545454,5.712900709140975,0.01,0.011818181818181818,5.212900709140975,6.812900709140977,False,9.509297283938327,15.500761831046304,4,False,0.04955655906492106,7.44862,0.01187
36,38,0.09636363636363636,9.644857115448007,0.08727272727272728,0.10363636363636364,8.644857115448012,10.544857115448004,False,162.04054859278938,168.03201313989734,4,False,5.336581767822138e-34,12.2681,0.109643
37,39,0.16272727272727272,21.582722007043987,0.15181818181818182,0.1809090909090909,20.382722007043974,22.68272200704401,False,4.910420743048835,10.901885290156814,4,True,0.29661299792807244,22.8605,0.167637
40,42,0.01818181818181818,7.794272533986317,0.01636363636363636,0.02090909090909091,6.79427253398632,9.194272533986313,False,80.7464749152952,86.73793946240318,4,False,1.2101668756213122e-16,11.7529,0.023358
42,44,0.11181818181818183,3.2062780887823275,0.10545454545454544,0.11727272727272728,2.506278088782328,3.8062780887823267,True,21.94648564974551,27.93795019685349,4,False,0.00020539647355146263,3.3925,0.114438
43,45,0.10545454545454544,4.349683115474042,0.10272727272727274,0.11363636363636365,4.249683115474042,5.249683115474038,False,17.067061791361073,23.05852633846905,4,False,0.0018758080668483566,7.35146,0.135785
45,47,0.10636363636363637,15.287249042746728,0.09363636363636364,0.11727272727272728,13.887249042746733,16.487249042746726,False,12.288496245535233,18.279960792643212,4,False,0.015330046571572482,15.0886,0.087852
46,48,0.14636363636363636,6.98082254870516,0.1390909090909091,0.15545454545454546,6.280822548705161,7.780822548705161,False,3.767099123015905,9.758563670123882,4,True,0.4384420900576922,5.56832,0.134795
48,50,0.1481818181818182,7.523999523812819,0.1390909090909091,0.15363636363636365,6.623999523812822,8.123999523812817,False,23.521391493896914,29.51285604100489,4,False,9.960223589354078e-05,11.3775,0.195263
49,51,0.037272727272727284,9.320084731157312,0.03272727272727273,0.04181818181818182,8.120084731157316,10.620084731157306,False,16.85239059306442,22.8438551401724,4,False,0.0020648395624296525,11.3536,0.040398
50,52,0.15181818181818182,7.2315837963053,0.14272727272727273,0.1572727272727273,6.331583796305299,7.831583796305301,True,3.601197970063756,9.592662517171735,4,True,0.4626586899365069,6.79817,0.15319
51,53,0.2727272727272727,3.2564655745071267,0.2545454545454545,0.2909090909090909,2.7564655745071267,3.656465574507128,False,13.041958699340904,19.033423246448887,4,False,0.011072585642216994,6.22197,0.364245
52,54,0.11181818181818183,7.274234793990546,0.10363636363636364,0.12090909090909092,6.17423479399055,8.274234793990543,True,15.200225326599138,21.19168987370712,4,False,0.004303453841476755,8.06416,0.116236
54,56,0.07281818181818181,4.197936581171215,0.06727272727272728,0.07909090909090909,3.2979365811712142,5.1979365811712155,True,13.93045394572441,19.92191849283239,4,False,0.007520358016118748,4.17631,0.069229
55,57,0.5454545454545454,11.315560870184234,0.4909090909090909,0.6181818181818182,10.615560870184238,12.315560870184234,True,6.869496461986848,12.860961009094828,4,True,0.14294756625560529,12.0183,0.501966
58,60,0.9454545454545454,12.145856975580068,0.8181818181818182,1.0909090909090908,11.145856975580072,13.145856975580065,False,65.38737987910939,71.37884442621737,4,False,2.132354667956657e-13,11.08,0.645787
59,61,0.17272727272727273,9.0922578860649,0.16090909090909092,0.2,8.092257886064903,9.992257886064897,True,2.2219651103206117,8.213429657428591,4,True,0.6950099964716621,8.91214,0.176272
61,63,0.8727272727272728,9.777359492890874,0.7636363636363637,0.9636363636363636,8.777359492890874,10.477359492890873,False,55.64113821030642,61.632602757414396,4,False,2.384420827053727e-11,7.58463,0.530846
62,64,0.022727272727272728,5.480763702331281,0.01909090909090909,0.025454545454545452,3.9807637023312794,6.58076370233128,True,5.141693972027992,11.133158519135973,4,True,0.2730653412008165,5.96092,0.021623
64,66,0.3090909090909091,8.054637083915942,0.2909090909090909,0.3363636363636364,7.554637083915943,8.754637083915943,False,1.6495346643355,7.6409992114434795,4,True,0.7998629787998536,8.35411,0.2873
65,67,0.12090909090909092,8.404013022436713,0.11181818181818183,0.13,7.4040130224367156,9.404013022436711,True,7.875869531095391,13.867334078203369,4,True,0.09623255341981504,8.02624,0.113136
67,69,0.013636363636363636,15.219948703064153,0.011363636363636364,0.01636363636363636,13.41994870306416,17.219948703064148,False,9.488971480893616,15.480436028001595,4,False,0.04997435288593079,18.5645,0.015695
70,72,0.14636363636363636,8.099352956854055,0.13727272727272727,0.15545454545454546,7.399352956854058,8.999352956854052,False,40.798865930110786,46.790330477218774,4,False,2.9582923811727644e-08,9.76368,0.166985
71,73,0.11363636363636365,6.75656210570198,0.10454545454545457,0.12090909090909092,5.7565621057019785,7.556562105701982,True,8.707061736588262,14.698526283696241,4,True,0.0688534772961506,6.17901,0.104763
72,74,0.2727272727272727,5.121872481533409,0.2545454545454545,0.2909090909090909,4.621872481533409,5.62187248153341,False,3.788749784669868,9.780214331777849,4,True,0.43534967019090254,5.97366,0.284688
73,75,0.15181818181818182,7.713445119999925,0.15,0.15363636363636365,7.713445119999925,7.713445119999925,False,16000.162019498604,16006.153484045713,4,False,0.0,14.3928,0.014379
74,76,0.06272727272727273,10.17903135981627,0.05454545454545455,0.07072727272727274,8.679031359816276,11.579031359816264,False,9.898205864355964,15.88967041146394,4,False,0.0421777481645329,11.8002,0.06481
77,79,0.03,5.023233767277038,0.027272727272727268,0.03272727272727273,3.823233767277037,5.72323376727704,True,8.59241754634552,14.583882093453498,4,True,0.07213488322692295,5.12136,0.028294
79,81,0.19181818181818186,8.336425618523332,0.17272727272727273,0.2181818181818182,7.63642561852333,9.036425618523332,False,3.6758770899468964,9.667341637054877,4,True,0.4516441803343149,7.37689,0.174625
80,82,0.5545454545454546,13.096905009560958,0.4818181818181818,0.6272727272727272,11.996905009560962,14.096905009560954,False,42.54386852996285,48.535333077070824,4,False,1.2866910065713084e-08,16.6568,0.674569
82,84,0.2818181818181818,5.728537244126913,0.2636363636363636,0.2909090909090909,5.128537244126912,6.0285372441269125,False,4.706153905176143,10.697618452284123,4,True,0.3187977037135434,5.43837,0.250973
83,85,0.018636363636363642,13.905824692681186,0.015454545454545453,0.02090909090909091,12.105824692681189,15.105824692681178,False,24.4786797540702,30.47014430117818,4,False,6.403074585359771e-05,16.3505,0.01978
84,86,0.11727272727272728,13.381072547322006,0.10454545454545457,0.12636363636363634,11.881072547322011,14.381072547322,False,2.9269833843002147,8.918447931408194,4,True,0.5701179774827835,12.1325,0.092697
85,87,0.11727272727272728,8.82785185316808,0.11545454545454545,0.1190909090909091,8.82785185316808,8.82785185316808,False,10653.564799045163,10659.556263592272,4,False,0.0,12.7011,0.049048
87,89,0.01,5.626471212623708,0.01,0.011363636363636364,5.526471212623708,6.72647121262371,False,21.35912861185322,27.3505931589612,4,False,0.0002687514369362762,8.67125,0.013106
88,90,0.1,9.366185451309006,0.08545454545454545,0.11363636363636365,7.866185451309012,10.966185451308998,True,10.035646848041633,16.02711139514961,4,False,0.03983147749095082,10.6929,0.10164
